City,Country,Meal Inexpensive Restaurant,Meal for 2 People Mid-range Restaurant Three-course,McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (1 pint draught),One-way Ticket (Local Transport),Monthly Pass (Regular Price),Taxi Start (Normal Tariff),Taxi 1 mile (Normal Tariff),Taxi 1hour Waiting (Normal Tariff),1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",Cinema International Release 1 Seat,Apartment (1 bedroom) in City Centre,Apartment (1 bedrooms) outside city Centre,Apartment (3 bedrooms) in City Centre,Apartment(3 bedrooms) outside of city center,Average Monthly Net Salary (After Tax)
Sumy,Ukraine,3.58,11.18,2.98,0.67,0.15,3.69,1.42,0.27,2.09,0.05,3.25,2.53,144.84,104.37,210.88 ,153.36,292.47
Sunderland,United Kingdom,13.79,48.85,6.9,4.02,3.33,91.96,2.53,1.79,13.79,0.04,41.88,9.2,613.07,459.8,938.77 ,603.49,1379.41
Sundsvall,Sweden,9.83,76.21,7.82,6.83,2.46,74.74,4.92,2.69,77.88,0.05,27.11,12.29,622.81,475.31,"1,127.62 ",819.49,2310.97
Sunnyvale,United States,12.48,49.92,6.66,5.82,2.5,133.11,2.66,2.41,28.29,0.17,41.22,12.48,2514.45,2057.46,"4,034.96 ",3601.15,6396.03
Surabaya,Indonesia,1.58,10.08,2.76,2.06,0.29,16.32,0.58,0.46,2.51,0.09,25.21,2.88,205.17,134.41,593.63 ,347.62,249.33
Surat,India,2.81,7.86,3.37,1.96,0.18,5.05,0.56,0.27,1.12,0.01,6.2,2.81,111.31,99.86,204.45 ,155.05,305.17
Surrey,Canada,10.83,54.15,7.28,4.74,2.03,67.68,2.37,2.06,24.17,0.23,51.5,10.83,1124.02,881.41,"1,982.14 ",1531.32,2848.1
Suva,Fiji,3.28,32.82,5.54,2.67,0.29,25.39,0.62,0.66,2.46,0.13,24.46,3.49,456.37,223.34,"1,066.58 ",548.67,641.8
Suzhou,China,3.21,25.7,4.75,1.93,0.26,10.28,1.61,0.56,3.85,0.02,10.56,5.14,444.92,266.63,870.56 ,532.34,930.07
Swansea,United Kingdom,11.5,63.22,6.9,4.2,4.02,78.87,2.53,2.29,14.48,0.15,33.91,7.18,668.36,528.77,910.03 ,850.64,2097.86
Swieqi,Malta,16.5,70.0,8.0,3.0,2.0,26.0,4.5,2.7,25.0,0.28,34.87,8.0,933.33,750.0,"1,612.50 ",1350.0,1223.33
Swindon,United Kingdom,12.07,60.35,6.32,4.31,2.87,63.22,3.68,2.29,18.62,0.18,40.23,13.79,704.08,654.58,"1,321.22 ",1059.43,1874.73
Sydney,Australia,11.56,64.2,7.7,5.14,2.57,139.57,2.63,2.56,36.39,0.5,44.92,12.84,1649.59,1218.57,"3,073.00 ",1911.43,3854.57
Syracuse,United States,12.48,41.6,6.66,3.33,1.66,41.6,2.33,2.66,16.64,0.17,52.93,9.98,834.68,594.25,"1,628.13 ",968.63,2035.3
Szczecin,Poland,4.39,21.95,3.95,1.65,0.44,21.95,0.88,0.85,7.02,0.06,12.9,4.39,388.17,321.87,694.19 ,577.17,670.34
Szeged,Hungary,5.55,27.76,4.44,1.18,1.03,19.44,1.53,1.97,10.83,0.07,12.79,4.16,300.52,218.47,456.01 ,344.46,668.07
Szekesfehervar,Hungary,6.52,30.54,4.58,1.67,0.86,19.44,1.67,1.34,11.66,0.08,9.95,5.07,305.41,253.85,543.73 ,444.24,724.04
Szekszard,Hungary,4.16,22.77,3.33,1.39,0.61,15.16,1.94,1.56,12.91,0.06,7.99,3.33,319.3,236.0,?,?,472.0
Szolnok,Hungary,5.14,23.6,3.33,1.39,0.75,18.88,1.67,1.34,11.66,0.06,7.99,3.61,178.39,115.92,256.83 ,201.3,555.99
Tabriz,Iran,7.41,29.64,8.4,1.19,0.3,14.39,0.4,0.48,2.96,0.02,23.67,2.96,417.76,158.07,"1,000.04 ",397.85,513.73
Tacoma,United States,10.82,49.92,7.49,3.54,2.08,62.4,2.81,2.08,49.92,0.27,57.4,10.19,1213.49,1013.59,"1,739.47 ",1496.75,2755.23
Taguig-City,Philippines,3.88,20.7,2.59,1.21,0.21,6.9,0.69,0.37,2.07,0.13,28.63,5.17,758.83,375.1,"1,940.19 ",776.07,448.4
Taichung,Taiwan,3.58,20.9,3.88,1.79,0.52,37.33,2.54,0.96,6.72,0.24,27.49,8.66,351.48,246.52,750.77 ,522.11,972.59
Tainan,Taiwan,2.99,20.9,4.41,1.64,0.9,19.18,2.09,1.08,2.99,0.15,19.86,8.96,244.85,223.95,753.97 ,559.88,1219.19
Taipei,Taiwan,3.58,23.89,4.41,1.64,0.67,38.22,2.09,1.2,7.47,0.15,19.86,8.96,570.42,384.86,"1,450.06 ",803.24,1348.2
Taitung,Taiwan,2.69,22.77,3.73,1.64,1.05,38.22,2.09,0.48,7.47,0.15,19.86,8.06,806.23,,895.81 ,?,
Tallahassee,United States,9.98,49.92,5.62,3.54,1.04,31.61,2.08,2.0,,,59.55,11.65,875.86,746.16,"1,261.79 ",1081.53,2431.94
Tallinn,Estonia,9.6,47.5,6.0,4.0,1.5,30.0,2.5,0.9,10.5,0.04,24.28,8.0,535.48,378.84,892.22 ,636.4,1208.22
Tampa,United States,12.48,49.92,7.07,4.16,1.66,54.08,2.29,2.5,41.6,0.12,52.37,9.98,1293.43,927.51,"1,910.35 ",1401.26,3169.9
Tampere,Finland,12.0,70.0,8.0,6.0,3.5,55.0,5.9,2.96,44.4,0.07,25.71,14.0,760.0,599.23,"1,240.00 ",921.43,2433.33
Tangerang,Indonesia,1.44,11.52,2.88,2.51,0.2,8.93,0.42,0.42,2.42,0.08,24.98,2.88,244.81,178.57,710.44 ,470.43,355.22
Tangier,Morocco,3.02,20.88,5.1,3.94,0.32,10.21,0.46,0.9,5.57,0.19,46.97,5.1,318.93,176.28,556.68 ,472.02,397.8
Taranto,Italy,16.0,50.0,8.0,2.75,1.0,24.5,10.0,,,0.15,25.33,7.0,416.67,340.0,650.00 ,516.67,1150.0
Tarragona,Spain,10.0,36.0,7.0,2.25,1.5,50.0,4.0,1.77,25.0,0.05,41.33,8.0,550.0,383.33,800.00 ,580.0,1214.0
Tartu,Estonia,8.0,50.0,6.0,3.5,1.0,15.34,2.8,0.97,13.0,0.02,26.18,7.0,406.25,289.23,711.11 ,487.0,1067.5
Tashkent,Uzbekistan,4.11,16.64,2.93,0.94,0.12,10.46,0.58,0.27,2.5,0.02,23.88,3.33,280.78,156.97,558.59 ,290.07,226.51
Tauranga,New Zealand,11.92,53.03,5.96,5.36,1.61,53.63,2.35,2.78,42.9,0.26,53.88,11.32,784.53,643.51,"1,318.51 ",1137.31,2126.73
Tbilisi,Georgia,4.81,15.63,3.61,0.72,0.12,7.77,0.72,0.39,2.4,0.06,11.54,3.61,252.24,154.28,550.98 ,353.75,268.84
Tegucigalpa,Honduras,3.33,20.8,4.82,0.83,0.42,23.98,2.66,3.65,4.16,0.11,57.45,4.0,307.86,230.98,661.46 ,458.8,429.41
Tehran,Iran,3.33,29.12,3.12,0.83,0.24,9.57,0.42,0.64,3.77,0.02,15.52,2.96,560.59,426.44,"1,232.24 ",786.53,220.9
Temecula,United States,12.48,49.92,6.66,4.16,1.25,29.12,2.08,2.5,29.12,0.21,70.51,10.4,1123.13,1012.21,"1,638.94 ",1677.77,3982.54
Tempe,United States,9.15,37.44,5.34,2.7,1.66,43.26,2.29,1.83,29.95,0.02,64.92,8.74,968.63,694.68,"1,521.28 ",1182.56,2909.33
Terni,Italy,15.0,50.0,7.0,3.0,1.4,50.0,5.0,1.75,31.35,0.12,28.5,8.0,383.33,300.0,550.00 ,450.0,1583.33
Terre-Haute,United States,16.64,41.6,6.66,2.91,1.66,,1.87,,,,41.6,9.98,557.41,415.97,873.55 ,634.36,2745.43
Tetovo,North Macedonia,3.84,16.34,3.27,1.31,0.49,16.75,0.82,1.32,4.9,0.18,16.85,4.9,141.29,107.97,222.42 ,175.79,315.83
Thane,India,3.37,11.23,3.37,2.25,0.22,3.93,0.25,0.4,1.12,0.01,8.39,2.81,227.86,149.42,430.41 ,273.08,538.01
The-Hague,Netherlands,10.0,60.0,8.75,3.55,3.5,53.0,3.2,3.89,30.0,0.08,34.5,11.0,1066.46,781.25,"1,750.00 ",1243.95,2614.97
The-Woodlands,United States,12.06,49.92,4.99,3.74,,,3.33,1.83,10.23,0.07,50.51,9.57,914.81,861.98,"2,757.91 ",1740.16,2458.13
Thessaloniki,Greece,10.0,35.0,7.0,4.0,1.0,30.0,3.5,1.61,12.0,0.58,33.02,8.0,375.32,290.58,620.51 ,479.74,713.12
Thiruvananthapuram,India,1.12,5.61,3.37,1.24,0.22,7.3,1.12,0.33,0.67,0.01,9.4,1.91,97.76,66.01,225.97 ,148.77,476.73
Thousand-Oaks,United States,12.48,62.4,7.4,5.82,3.12,116.47,2.79,3.08,35.36,0.14,49.22,9.98,1620.64,1410.99,"2,531.90 ",2377.3,4226.31
Thunder-Bay,Canada,10.83,54.15,7.45,3.38,1.95,48.05,3.5,2.72,23.01,0.32,61.4,8.12,732.39,575.3,"1,256.97 ",1092.59,1814.48
Tianjin,China,3.85,20.56,4.5,0.77,0.39,16.2,1.38,0.45,5.65,0.02,10.91,5.46,354.97,229.46,859.09 ,393.52,655.33
Tijuana,Mexico,5.14,24.66,4.07,1.54,0.62,24.66,1.27,1.44,8.22,0.08,20.52,2.84,336.45,213.44,703.80 ,552.49,528.5
Timisoara,Romania,5.08,21.32,4.06,1.22,0.51,18.27,0.52,0.84,5.24,0.05,6.47,4.77,313.28,236.79,510.32 ,414.37,792.2
Tirana,Albania,4.86,24.3,4.66,1.62,0.32,12.96,2.03,3.26,12.15,0.22,20.62,5.67,295.62,184.03,596.79 ,358.22,392.52
Tokyo,Japan,7.61,38.06,5.33,3.81,1.6,79.92,3.5,5.14,26.64,0.22,35.18,13.7,1036.38,589.89,"2,575.48 ",1322.84,2727.52
Toledo,United States,11.86,36.61,6.45,3.02,1.25,41.6,1.66,1.91,19.97,0.08,51.04,8.32,571.97,499.17,883.95 ,831.95,2017.38
Toluca,Mexico,2.67,14.39,3.39,1.03,0.49,10.28,1.64,1.59,6.17,0.09,22.2,2.88,274.04,171.27,423.90 ,301.44,412.16
Tomsk,Russia,3.87,18.78,3.07,0.94,0.24,7.73,1.22,0.14,3.31,0.02,4.54,3.31,209.25,145.12,390.06 ,265.19,376.52
Toowoomba,Australia,15.73,51.36,7.7,4.49,3.85,69.78,2.89,1.03,31.59,0.16,36.92,10.27,657.0,481.51,843.18 ,811.36,2514.56
Topeka,United States,5.82,29.12,5.82,3.33,1.66,41.6,2.08,2.7,10.98,0.05,61.01,9.15,544.23,535.91,998.34 ,944.26,2255.42
Toronto,Canada,13.54,60.91,7.45,4.74,2.2,105.59,2.88,2.18,22.35,0.25,48.95,10.15,1359.76,1162.59,"2,300.28 ",1779.09,3013.3
Torreon,Mexico,4.93,15.41,3.49,1.13,0.53,14.39,0.82,0.99,4.93,0.08,18.49,3.49,159.28,85.81,369.95 ,246.63,523.41
Torshavn,Faroe Islands,40.34,87.41,17.48,4.03,0.0,0.0,10.76,,53.79,0.36,52.85,14.79,874.14,672.42,"1,563.20 ",975.0,2210.31
Torun,Poland,4.83,19.75,3.95,1.76,0.61,18.87,1.14,0.96,6.45,0.05,12.62,5.49,334.67,279.81,921.72 ,493.78,727.23
Toulon,France,12.5,56.0,7.5,3.0,1.4,31.5,3.4,2.93,22.2,0.12,17.33,10.35,540.0,493.33,"1,025.00 ",1000.0,1915.67
Toulouse,France,14.0,55.0,8.95,6.0,1.7,51.0,5.0,3.22,32.0,0.07,28.0,10.0,621.39,482.11,"1,132.14 ",856.25,2228.52
Townsville,Australia,15.41,62.6,8.35,4.49,2.25,,1.86,2.07,19.26,0.37,53.1,7.7,863.51,793.17,"1,362.14 ",921.93,2070.5
Trento,Italy,14.0,60.0,8.0,5.0,1.2,32.0,5.0,2.82,26.87,0.1,30.21,9.0,633.33,488.89,938.89 ,755.56,1737.21
Trenton,United States,10.82,41.6,5.82,4.37,1.04,41.6,3.33,2.5,22.88,0.0,59.07,10.82,830.91,1060.74,"1,150.86 ",1414.31,1748.76
Treviso,Italy,15.0,57.5,8.0,4.5,1.3,38.0,7.42,3.22,50.0,0.1,28.75,9.0,657.14,488.21,"1,033.33 ",725.83,1514.29
Trieste,Italy,15.0,60.0,8.5,5.0,1.35,35.0,3.5,1.93,24.5,0.1,28.0,9.0,505.91,395.45,855.56 ,676.11,1502.85
Trinidad,Trinidad And Tobago,5.51,49.01,5.51,1.23,0.61,39.2,0.61,0.99,0.61,0.16,30.69,5.82,500.26,327.28,"1,174.08 ",765.71,765.71
Tripoli,Libya,9.72,33.28,5.95,2.28,0.76,20.8,2.95,0.95,10.56,0.06,45.63,8.83,427.2,264.69,850.03 ,475.47,571.0
Tromso,Norway,19.95,79.81,13.97,9.63,3.54,51.88,6.98,1.57,41.6,0.09,51.52,11.97,1097.45,881.7,"1,724.56 ",1500.26,3153.82
Trondheim,Norway,18.96,70.04,9.98,10.48,3.99,83.31,12.97,1.81,55.18,0.09,47.21,13.97,1099.82,882.16,"1,778.22 ",1452.87,3048.02
Truro,United Kingdom,9.2,60.35,6.87,3.45,4.02,86.21,3.68,2.31,17.93,0.1,34.49,9.2,761.55,660.97,"1,336.31 ",1005.82,2746.05
Tubingen,Germany,11.0,40.0,8.0,3.7,2.7,55.0,2.9,3.06,27.6,0.16,33.75,11.0,720.0,550.0,"1,264.49 ",1004.49,3389.75
Tucson,United States,12.06,41.46,7.49,3.33,1.46,39.93,2.29,1.83,29.53,0.08,55.94,8.32,649.68,547.2,"1,190.33 ",1031.03,2230.71
Tulsa,United States,8.32,37.44,6.66,3.33,1.46,37.44,2.29,1.66,24.96,0.14,52.27,9.98,844.43,678.57,"1,310.32 ",887.41,2594.02
Tunis,Tunisia,2.13,14.44,3.04,1.52,0.17,13.68,0.17,0.49,6.08,0.07,14.84,3.65,184.42,131.92,327.61 ,223.88,261.78
Turin,Italy,15.0,50.0,8.0,4.0,1.7,38.0,4.5,2.32,25.8,0.2,29.83,8.0,562.33,391.33,"1,171.43 ",779.55,1480.34
Turku,Finland,15.0,80.0,8.0,5.75,3.0,52.0,8.0,3.22,44.4,0.07,20.42,15.0,645.0,519.0,"1,125.00 ",900.0,2622.22
Tuscaloosa,United States,9.98,56.16,7.74,2.5,0.83,37.44,1.8,1.72,17.47,0.07,46.26,8.53,874.93,603.16,"1,530.79 ",984.47,2401.01
Tuzla,Bosnia And Herzegovina,3.6,17.99,2.57,1.03,0.77,26.21,1.03,0.83,5.14,0.11,19.7,4.11,177.04,123.93,250.57 ,194.59,500.12
Tyler,United States,9.98,28.29,6.03,2.9,0.83,33.28,4.58,1.5,25.79,,43.97,7.7,707.16,582.37,946.34 ,1071.14,2489.19
Udaipur,India,2.25,9.54,2.25,1.57,0.31,4.49,0.73,0.18,1.12,0.01,10.55,2.92,75.79,52.13,190.88 ,134.74,297.22
Udine,Italy,12.0,53.0,8.0,4.0,1.43,31.0,6.6,1.51,24.6,0.05,29.89,7.5,491.25,411.11,712.50 ,583.33,1461.11
Udon-Thani,Thailand,1.34,17.37,5.34,1.6,0.4,,0.94,0.64,5.88,0.04,17.06,6.68,173.66,99.3,414.11 ,230.43,273.84
Ufa,Russia,5.52,25.61,3.7,0.66,0.31,15.47,0.88,0.18,2.65,0.02,4.66,2.76,236.88,170.58,459.71 ,316.9,343.29
Ulaanbaatar,Mongolia,2.92,17.51,4.09,1.09,0.15,7.0,0.29,0.47,4.09,0.02,12.62,2.92,344.03,199.16,590.79 ,311.54,319.27
Ulm,Germany,12.0,50.0,8.0,3.5,2.4,59.3,2.5,5.15,24.0,0.1,31.25,8.75,805.0,655.0,"1,316.67 ",1020.0,2500.0
Ulsan,South Korea,5.21,33.49,5.21,3.35,0.97,55.01,2.27,0.84,4.47,0.09,40.94,8.19,390.76,272.91,558.23 ,409.37,2125.39
Umea,Sweden,11.8,71.3,7.87,6.0,3.15,54.09,6.39,2.14,78.03,0.15,29.16,14.26,658.87,452.36,"1,229.24 ",742.76,2163.67
Uppsala,Sweden,11.75,68.84,7.87,6.88,2.56,87.03,6.15,3.8,57.73,0.06,31.26,13.77,810.75,670.89,"1,370.60 ",1018.51,2507.65
Utrecht,Netherlands,16.0,70.0,8.0,5.0,2.83,90.0,7.0,3.7,36.0,0.16,36.83,12.0,1252.08,970.86,"2,180.88 ",1542.63,2374.89
Vaasa,Finland,10.0,80.0,7.95,6.0,3.2,35.0,8.0,2.65,50.0,0.07,26.65,12.0,608.33,441.67,950.00 ,762.5,2233.33
Vadodara,India,2.25,7.58,3.09,2.02,0.34,5.05,0.56,0.23,0.67,0.01,6.47,2.81,103.73,70.25,219.00 ,154.08,367.32
Valencia,Spain,10.0,40.0,7.0,2.4,1.5,41.0,4.0,1.61,19.75,0.15,37.41,8.0,726.36,510.87,"1,120.00 ",740.46,1438.58
Valenzuela,Philippines,1.98,5.39,3.19,1.03,0.16,6.04,0.69,0.43,2.76,0.1,32.75,3.79,83.36,43.12,172.46 ,120.72,180.05
Valladolid,Spain,10.0,30.0,7.0,2.0,1.5,38.0,2.0,1.53,25.0,0.09,43.12,7.5,580.0,380.0,883.33 ,541.67,1250.0
Vallejo,United States,12.9,66.56,6.66,4.16,1.66,66.56,2.5,2.5,27.45,0.08,56.68,10.82,1123.13,981.7,"1,913.48 ",1715.9,2908.5
Valletta,Malta,20.0,70.0,8.5,3.0,2.0,30.0,8.5,4.83,27.5,0.54,55.0,12.0,1258.57,750.0,"2,514.29 ",1581.25,839.79
Valparaiso,Chile,7.02,40.97,5.85,3.51,0.7,25.45,0.64,1.88,9.83,0.13,30.67,5.85,339.48,292.65,702.36 ,624.32,519.75
Vancouver,Canada,13.54,50.76,7.11,4.74,2.03,66.33,2.54,2.05,22.71,0.26,56.68,10.15,1355.0,1082.69,"2,480.07 ",1902.06,3062.52
Vancouver,Canada,13.54,50.76,7.11,4.74,2.03,66.33,2.54,2.05,22.71,0.26,56.68,10.15,1355.0,1082.69,"2,480.07 ",1902.06,3073.8
Vantaa,Finland,15.0,70.0,8.0,6.0,2.8,59.7,5.9,2.41,46.02,0.07,28.35,13.0,812.86,655.0,"1,376.86 ",1113.33,1928.42
Varadero,Cuba,4.99,27.04,5.82,1.66,,,0.83,0.67,10.4,0.28,135.89,1.04,166.39,,?,?,
Varanasi,India,1.85,7.86,3.37,1.12,0.25,8.42,0.56,0.25,1.12,0.01,7.24,3.37,86.88,71.38,189.47 ,137.94,329.62
Varazdin,Croatia,9.27,26.5,5.63,1.99,2.65,26.5,2.65,1.07,2.65,0.12,18.02,4.64,253.87,221.41,497.81 ,402.49,505.7
Varese,Italy,15.0,65.0,7.5,4.5,1.5,35.0,4.35,3.22,40.0,0.15,29.56,9.0,592.86,438.57,"1,131.67 ",783.33,1521.43
Varna,Bulgaria,7.04,21.75,4.61,1.33,0.51,23.03,0.53,0.79,7.68,0.16,10.55,6.14,249.1,181.71,400.12 ,298.63,542.36
Vasteras,Sweden,9.83,78.67,8.06,6.83,2.7,68.84,4.67,2.69,51.63,0.15,27.11,13.03,927.2,565.45,"1,507.87 ",1035.3,2745.3
Vaughan,Canada,10.15,54.15,7.78,4.65,2.37,98.14,2.61,2.45,20.3,0.27,57.32,8.79,1266.63,1092.59,"2,010.18 ",1685.3,2399.92
Vaxjo,Sweden,9.34,51.63,8.11,6.39,2.66,49.17,4.92,2.37,39.34,0.07,23.6,12.78,602.33,540.87,958.81 ,868.66,2556.82
Vejle,Denmark,20.17,97.5,13.45,6.72,2.96,67.24,8.88,4.33,73.97,0.13,34.72,12.1,833.8,685.86,"1,344.83 ",1059.06,3233.36
Veliko-Tarnovo,Bulgaria,4.61,23.03,4.09,0.92,0.51,15.35,0.51,0.73,7.68,0.14,9.98,5.89,189.37,155.73,301.96 ,220.08,453.86
Venice,Italy,13.0,75.0,8.25,4.0,1.5,37.0,4.1,2.54,31.8,0.03,29.17,9.5,835.71,650.0,"2,056.25 ",1235.71,1650.0
Ventimiglia,Italy,17.5,45.0,8.0,3.75,2.5,54.0,8.0,2.37,22.5,,28.0,8.0,600.0,400.0,900.00 ,700.0,1550.0
Verona,Italy,13.0,50.0,8.0,4.75,1.4,37.0,5.6,1.75,25.8,0.1,28.55,9.0,666.67,481.11,"1,006.25 ",721.25,1620.56
Vicenza,Italy,15.0,55.0,8.0,5.0,1.73,38.0,8.0,3.22,25.0,0.17,25.65,9.25,542.86,403.75,"1,066.67 ",756.25,1646.67
Victoria,Canada,13.2,50.76,6.9,4.74,1.69,57.53,2.37,2.14,28.2,0.19,55.62,10.15,1106.5,911.92,"1,960.83 ",1566.37,2663.71
Vienna,Austria,10.0,50.0,8.0,4.0,2.4,44.0,4.0,2.29,27.8,0.06,33.07,11.0,888.62,642.46,"1,707.58 ",1200.48,2202.79
Vientiane,Laos,2.5,20.8,4.16,0.92,0.56,,1.59,2.68,,0.22,57.89,4.57,464.93,269.45,"1,192.46 ",911.64,291.18
Vigo,Spain,9.0,45.0,7.0,2.5,1.3,45.0,3.67,1.61,20.31,0.21,41.86,7.5,503.57,394.29,842.86 ,635.71,1423.43
Vilnius,Lithuania,7.75,40.0,5.0,3.0,1.0,29.0,1.0,0.97,8.0,0.13,10.75,7.5,524.33,346.45,868.75 ,560.45,1031.14
Vina-Del-Mar,Chile,7.02,46.82,5.85,3.51,0.59,49.17,0.64,1.88,4.68,0.04,30.67,5.27,402.4,292.65,614.57 ,503.36,623.35
Virginia-Beach,United States,9.98,49.92,6.36,3.33,2.5,37.44,2.7,1.66,17.89,0.08,51.1,9.98,919.72,842.3,"1,533.28 ",1312.05,3475.89
Viseu,Portugal,6.0,25.0,5.95,1.0,1.0,30.0,3.5,0.8,10.0,0.14,29.0,6.8,424.31,335.62,671.43 ,489.5,763.33
Vitoria,Brazil,3.59,32.12,4.28,0.99,0.6,36.25,0.72,0.74,6.02,0.14,21.03,4.59,156.8,161.58,271.53 ,312.64,316.14
Vladivostok,Russia,6.63,22.1,2.76,1.02,0.31,17.68,1.66,0.21,3.31,0.02,6.95,3.31,383.98,287.29,632.29 ,404.7,406.47
Volos,Greece,10.0,30.0,5.8,4.5,1.2,42.5,3.5,2.41,15.0,0.57,33.86,7.5,263.33,195.62,402.50 ,343.75,627.78
Voronezh,Russia,7.18,33.15,3.31,1.66,0.25,11.43,1.1,0.27,3.31,0.02,4.13,3.01,197.75,120.21,353.42 ,229.46,333.12
Waco,United States,9.15,24.96,4.99,2.5,2.7,29.12,1.66,1.5,12.48,0.08,45.76,8.32,797.29,586.52,"1,227.13 ",929.01,1933.45
Walla-Walla,United States,10.82,39.93,5.82,3.54,0.42,20.8,4.16,2.29,24.96,0.19,37.43,8.94,734.89,646.84,"1,317.25 ",998.34,3826.97
Warner-Robins,United States,11.65,41.6,5.41,2.5,,,6.66,,,,58.03,9.15,956.74,707.16,"1,081.53 ",873.55,2652.26
Warrington,United Kingdom,13.79,57.48,6.9,3.91,3.1,57.48,3.05,2.68,13.79,0.15,43.35,11.5,612.88,555.6,814.24 ,842.97,2000.15
Warsaw,Poland,6.58,32.92,4.83,2.19,0.97,24.14,1.76,1.06,8.78,0.06,12.58,6.58,660.54,490.07,"1,304.87 ",932.69,977.44
Washington,United States,12.48,66.56,6.66,5.62,2.91,99.83,2.91,2.79,24.96,0.13,52.27,11.65,1953.55,1521.83,"3,509.11 ",2707.83,4484.18
Waterford,Ireland,15.0,50.0,8.72,5.0,2.5,65.0,3.8,1.83,24.0,0.21,51.5,9.62,806.25,698.33,"1,241.67 ",1133.33,1950.0
Waterloo,Canada,8.46,47.38,8.12,4.06,2.2,60.91,2.64,2.29,21.66,0.17,42.87,9.64,1054.72,930.64,"1,549.18 ",1410.06,2123.37
Watertown,United States,12.48,43.68,6.66,3.33,1.25,37.44,2.08,,49.92,0.08,58.24,11.71,623.96,651.69,"1,386.58 ",998.34,1913.48
Watford,United Kingdom,17.24,54.6,6.9,4.48,2.64,113.8,3.22,2.29,20.69,0.1,37.74,13.21,1061.43,985.29,"1,858.37 ",1532.68,3157.96
Wausau,United States,10.82,21.63,5.82,2.5,1.46,35.36,4.01,3.12,49.92,0.25,68.27,9.98,582.36,473.17,"1,095.40 ",974.42,2462.34
Welland,Canada,10.83,57.53,6.77,3.89,2.2,57.53,2.54,2.61,17.75,0.21,47.38,8.79,755.79,720.82,936.28 ,964.48,2790.67
Wellington,New Zealand,10.58,53.63,7.15,5.36,2.83,89.38,2.23,2.78,39.33,0.23,49.24,10.13,1225.73,929.89,"1,970.86 ",1533.3,2778.82
West-Hartford,United States,16.64,41.6,6.66,3.33,1.46,52.41,2.7,1.87,18.3,0.04,58.96,10.82,1331.12,1081.53,"1,663.90 ",1497.51,4000.29
West-Palm-Beach,United States,12.48,58.24,8.32,3.33,2.5,58.24,2.08,2.2,,0.08,55.53,12.48,1413.41,1099.54,"1,638.19 ",1514.5,3031.43
Whangarei,New Zealand,13.11,40.22,6.26,4.47,1.49,,1.49,2.88,35.75,0.23,47.59,9.53,734.87,659.4,"1,235.38 ",1096.35,2293.99
Whistler,Canada,13.54,55.84,7.45,4.74,1.69,33.84,2.22,2.18,22.47,0.21,52.21,10.15,1737.19,1489.02,"3,519.50 ",2842.68,1592.35
Whitehorse,Canada,12.86,43.99,6.94,4.74,1.69,41.96,2.93,1.63,23.01,0.51,93.74,7.78,947.56,896.8,"1,534.14 ",1319.81,2248.07
Wichita,United States,9.98,41.6,5.41,3.12,1.46,45.76,1.66,1.66,35.36,0.11,52.73,9.98,633.21,460.17,"1,054.73 ",761.23,2279.94
Wichita-Falls,United States,7.07,24.96,6.45,2.7,1.25,37.44,2.08,1.66,,0.08,40.88,8.11,545.76,492.51,723.80 ,683.59,1930.12
Wiesbaden,Germany,12.0,53.0,8.0,3.65,2.75,83.85,2.9,4.67,40.2,0.11,38.75,10.0,875.0,637.5,"1,418.67 ",1133.33,2125.0
Willemstad,Curacao,9.27,43.98,6.95,2.03,0.93,21.56,12.03,6.66,34.02,0.38,53.73,6.95,506.67,372.88,"1,104.95 ",788.15,950.41
Williamsburg,United States,10.82,41.6,6.24,3.12,2.5,,2.29,2.0,14.98,0.08,56.16,9.31,1081.53,873.55,"2,052.14 ",1331.12,3896.3
Wilmington,United States,12.48,41.6,5.82,4.16,1.66,66.56,2.5,1.75,17.68,0.08,68.34,9.36,809.28,657.93,"1,296.73 ",1026.94,2503.34
Windhoek,Namibia,6.97,29.05,4.59,1.22,0.7,10.79,0.7,1.22,2.75,0.05,48.94,4.36,384.62,303.01,666.45 ,749.2,909.12
Windsor,Canada,13.54,54.15,6.77,4.06,2.03,55.84,2.64,3.05,23.01,0.16,51.11,9.48,715.5,609.15,"1,101.73 ",1087.15,1803.58
Winnipeg,Canada,10.86,43.99,6.77,4.06,2.03,69.07,2.54,1.87,21.15,0.24,57.52,9.48,690.52,653.89,"1,067.29 ",1045.65,2341.28
Winston-salem,United States,12.06,45.76,5.41,4.16,0.83,24.96,1.5,1.66,20.8,0.17,34.84,9.98,1057.76,659.62,"1,632.70 ",998.34,2464.53
Winterthur,Switzerland,18.22,81.99,12.07,5.92,5.65,136.65,5.47,5.28,54.66,0.23,51.25,17.31,1662.62,1116.0,"2,300.34 ",1761.31,4555.12
Wollongong,Australia,10.91,44.94,7.7,4.49,2.57,27.91,2.31,2.26,36.39,0.64,48.58,11.56,1246.8,1428.49,"3,084.89 ",1877.9,3043.9
Wolverhampton,United Kingdom,11.5,48.85,5.75,3.62,2.76,120.7,3.45,1.83,13.79,0.1,47.9,11.5,654.07,540.27,"1,023.06 ",905.24,2413.97
